target,text
compliment,Thank you  for the very pleasant travel. 
compliment,"Thank U #DeltaAirlines for this amazing, healthy, free snack you gave everyone!  What a treat.  #travel "
compliment,great flight back from HKG to ZRH today! Thanks to the amazing crew!
compliment,OK  - 40 minute DEN ground delay for flight 1061.  Short Connection in STL to CMH. Let's see what this baby can do!
compliment,"by dakotafine From on high atop the #AmericanAirlines control tower at DFW, #todaysoffice. Thx #iphoÃ¢â‚¬Â¦ "
compliment,A lesson in customer #loyalty from   via  #cx 
compliment,your crew on #flight1159 was the reason I choose you! #customerservice
compliment,Was on  and something rare happened- I was treated like my loyalty and decision to fly AA was appreciated!  Thx Coni flight 4459
compliment,Most #flyers satisfied with #airlines' #loyalty programs. Points are worthless to some. Most used:  
compliment,ticketing staff  R amazing. Mechanical then sick flight attendant we're waiting for a plane Thy're holding it down
compliment,purser Charles doing a great job on flt 2002 this morning!
compliment,"About to fly home to Denver via  Thanks everyone for an awesome #GDC16! Get those games ready, #E3 is right around the corner!"
compliment,First time flying  they are the best!! Always flew   those days are over.  your now in! Friendly crew friendly check in\u2764\ufe0f
compliment,Shoutout to  for the rad meals/snacks
compliment,If you care to follow it was March 19 flights AA878 and AA 2072. The flight attendants were pretty awesome once we got on 
compliment,thanks for getting me to Denver on time...oh yeah you didn't get me there at all
compliment,thank you for always making my travel enjoyable!
compliment,Thanks  for squeezing me on the flight today. The crew on 4309 are really great!
compliment,thanks for routing me home faster last night. Appreciated.
compliment,Shout-out to  HK check-in desk Natasha Lee for rebooking my flight and making a stressful situation less so. #whew
compliment,"is the best. My flight price dropped, so I rebooked for cheaper. Wish others did that w/no charge.  "
compliment,Dumb move today.  Didn't plan on construction and arrived only 42 minutes before flight.  Thanks  Skycap guys!!  Bag made it on!
compliment,this is freaking amazing to do this with an  a380 #Airbusa380 #singaporeairlines Ã°Å¸Ëœâ€° 
compliment,"QR946/24 crew also did a good job doing the #irishcoffeechallenge, 2 attempts but they did good"
compliment,AWESOME job keeping us informed to a minor delay.  Just that knowledge is so very very helpful!  #GreatJob
compliment,deserves tremendous credit for not trying to prove gauge their customers for in-flight services.  Thanks!
compliment,great crew on delayed 5413 ATL-HSV tonight. Keeping us informed and up to date with smiles on their faces while sitting at gate
compliment,what gives you the right to charge us hundreds of dollars for your services then decide not to provide them as promised?
compliment,credit where it's due. Flight attendant Nona on UA4890 (I'm on the flight now about to take off) is the very best I've ever seen!
compliment,Thanks so much  for your help today! Petra in #losangeles was helpful and understanding. #new #favoriteairline #greatservice
compliment,This is so awesome you guys. Kudos  and
compliment,why doesn't  have anywhere to juice up in the entire terminal other than a few seats in hall between H &amp; K wings?
compliment,Thanks to Angela for making our flight special today! 
compliment,Thank you  for refunding a fare drop on a ticket I bought yesterday
compliment,Flight attendant Jane flying flight 3171 on 4-20 had impeccable service thank you Jane and
compliment,Hoping my flight won't be delayed... 
compliment,Yay  customer service totally fixed my seating issue - and all via Twitter. Such huge bonus points for them. Woot!
compliment,"Just booked my first  flight, for 10days after my son's birth.  Still shocked at the refund/change policies.  Amazing. Thanks!"
compliment,Hey  thanks for reminding me I forgot to pick a 12 seed over a 5.... Ã°Å¸ËœÂ¨
compliment,Thanks  for the upgrade. Nice and welcome surprise. I appreciate it.
compliment,10 gold stars to Greg T at United gate 22 / DIA! A+ service and attitude 
compliment,can u please send me a recite for jan 28 and jan31 return from Orange County to philly and back. To qualityatbats thx
compliment,credit where it's due! Big shout for Maggie and her cabin crew on AA1215 yesterday 17/03! Great service and professionalism!!
compliment,thanks to flight attendant Valarie via flight 3533 for the excellent service! #CustomerService
compliment,Thank you  for having such delightful gate agents at D20 in IAD - Elizabeth &amp; Primela - for my flight to CMH today!
compliment,We Ã¢ÂÂ¤Ã¯Â¸ÂÃ¢ÂÂ¤Ã¯Â¸ÂÃ¢ÂÂ¤Ã¯Â¸Â  First &amp; Business Class. Definitely the best #luxury service we've encountered in the skies 
compliment,I got upgraded to business class!! Thanks  
compliment,awesome flight crews tonight on BDL-&gt;LAS-&gt;OAK. 
compliment,After recent customer service battles w/  today's interaction with the folks at  left me deeply impressed &amp; grateful.
compliment,"Awesome flight attendants make for an awesome flight! YOU are why I fly United Airlines! Thanks,  flight UA211 #ExcellentService"
compliment,Just rtn USA flew  lets justsay a flight of two halves stewardess on Dl135  Cheery excellent service welcoming Ã°Å¸Ëœâ‚¬ food Ã°Å¸â€˜Â1/2
compliment,39k ft in the air! Today has been perfect. Mistakenly used  omw to Dallas. Thankfully using  omw back to Chicago! Ã¢ÂÂ¤
compliment,I Ã¢ÂÂ¤Ã¯Â¸Â  - they didn't charge me any stupid change fees! Thanks for doing the right thing!
compliment,A special shout-out and THANK YOU to all the incredible  agents who rerouted &amp; got me home after my original flight cancelled.\u2764\ufe0f
compliment,great service provided by FA Robin in first class on AA1994 PHL-ORD yesterday  keep it up
compliment,I always appreciate the  Twitter team when I'm traveling. So fast and awesome. #thenewamerican
compliment,Bonus to flying on #StPatricksDay? First cocktail is free! Ã°Å¸Ëœâ€š thanks 
compliment,Not one but TWO Baz Luhrmann movies on the flight   thank you
compliment,Booked my ticket today! Switching from  to  because they care about my wallet Ã°Å¸â€™â„¢Ã°Å¸â€™â€ºÃ°Å¸â€™Å¡ thanks fam!:)
compliment,thank you so much for a wonderful first round trip flight with your airlines. Heading home to the Chi.
compliment,again I must congratulate this phenomenal airline for hiring yet another stellar employee! His name is Erik!
compliment,that moment when all your shade to  was amazing lol. I love you even more
compliment,thank you for protecting your passengers
compliment,Well  you never cease to mess with my travel plans. Thanks so much. Really appreciate it. Ã°Å¸ËœÅ½Ã°Å¸â€˜Â
compliment,This morning I missed my flight after horrendous security lines. A man at the Cincinnati airport named Simmons was so helpful. Thanx
compliment,"Support for the Zags at 35,000 feet.    Thank you   #ZagsinDenver "
compliment,Amazing holiday spent in Oz...landed safely at MCO. #smooth international service is awesome.
compliment,massive kudos to amazing crew of TOM138 yesterday who got us to Barbados even after 6 hr delay &amp; were lovely.  V Grateful ðŸ˜˜ðŸ’–
compliment,Thank you  for getting me home safely to my babies #familymeanseverything
compliment,enjoy the honeymoon thanks  for the champagne next stop #Miami with  
compliment,"Thanks for the upgrade,   #cammieregimen"
compliment,"Even with a weather delay, the crew with  made the wait and trip easy and comfortable. Glad to be home #swa"
compliment,"your  team #ATL absolutely smacked it today. Delayed from PR, rebooked &amp; upgraded to make crucial meeting. #topmarks \U0001f497\u2708\ufe0f"
compliment,Thank you #Heathrow team for help after I left passport at hotel. Saved family trip next day to #Arizona. 
compliment,thank you for helping to change my flight HOU to MSY!!
compliment,Thank you for the last call overhead page to make sure I didn't miss my 9:45 departure. I'm in my seat &amp; ready for takeoff.
compliment,#lambertstl thank you to Gary G. Who helped us get on a more efficient flight to our final destination. #happycustomers
compliment,The importance of FUN   #cx #custserv #loyalty
compliment,"thank you, your app is much improved #customerexperience ! Daughter and I checked in #happy"
compliment,Thanks for the mid-flight #aerial views of the #ChannelIslandsNationalPark #AnacapaIsland | #RAFphotography 
compliment,When you text your boyfriend on the plane. Shout out to  for free texting on  :^)
compliment,Your sponsorship &amp; door prizes totally rocked  #theartofhospitality Thank You
compliment,might b the best at piggyback marketing. Gr8 commercials around  &amp; now around #marchmadness #notofficialsponsors #welldone
compliment,upgrade delivered. #LuckofTheIrish thx  #HappyStPatricksDay 
compliment,thank you for doing the best you guys could in a rough situation. We appreciate #Delta #delta360
compliment,Doesn't do much good to be A6 Business Class  when the flight boards early and you're in the bathroom. Ã°Å¸Ëœâ€˜
compliment,crew on 2812 to ALB last night was fantastic!!!
compliment,your customer service rocked it today. Thanks for a speedy rebook outta DEN Ã¢Å“Ë†Ã¯Â¸Â Outta here Friday Ã°Å¸â€˜Å’Ã°Å¸ÂÂ¾
compliment,Here's hoping for a great flight to Philly on  !
compliment,Another great flight  Ã°Å¸â€™Â¯ (photo cred my daughter Grace) 
compliment,"you guys are really great, thank you for your help. Such a relief!"
compliment,Yes we do ;-D! Thanks for the appreciation!     #BRU #beingunited 
compliment,My bag was lost when I landed but found with the help of your staff. Thanks for the great service! 
compliment,"I really do plan on being a commercial pilot when I'm older,can't resist the fact of flying,and making amazing amounts of money"
compliment,"I like to recognize our flight crew from flight #4270. Especially, Arniscia."
compliment,Hey  Indy is great. Thanks for sending me here. Wish the person at the gate had  #guess not
compliment,Shoutout to  for getting back2 me so quick regarding my question.Good service.Now only if theyd give me those free drinks again
compliment,Thx  4 taking #sustainability seriously. Flights bet SFO &amp; LAX will run on 30% #biofuel fr AltAir Paramount. 
compliment,Gate Agent Yaiko at SHV rocks. Need more like her.
compliment,"- please recognize Cindy, FA on 547 SFO-PHX for outstanding service today!  She made this flight enjoyable."
compliment,Dear  Thanks for the Everybox Speaker. Great gift to come home to. #customerservice #everybox 
compliment,will fly only  Should have delayed departure of connecting flights. Too few Lubbock flights to not allow them to board
compliment,Thank you  for always taking such good care of my kids when they fly unaccompanied. Ã¢ÂÂ¤Ã¯Â¸Â 
compliment,Amazing!  made an announcement that customers should go to web site to request compensation #Unbelievable #CustomerServiceFail
compliment,"it was funny bc ur employee was v insistent I try  I'm standby &amp; if I get on, I'm gonna b their new best customer"
compliment,thanks for your help! #SquadGoals 
compliment,Great flight with Cathay Pacific  Lounge shower for HK stop over amazing! Hong Kong airport really nice place to be!
compliment,I recently started battling uncontrolled seizures.  just gave me a full credit for a flight no questions asked. Customer for life.
compliment,My luggage was broken and  #customerservice just immediately replaced it! #wow #BackinBusiness Thank You! 
compliment,DL1147 First Class Attendant Ophelia brought all the class- she's awesome! #happyfliers
compliment,On the best  flight to Dallas with the best flight attendant ever!  Way to go SW!  #3401
compliment,"Shout out for Holley in Madison airport who found my luggage in Manchester! You're the real MVP,  give this girl a raise!"
compliment,Thanks  for making a 6am flight a little more bearable Ã¢ÂÂ¤Ã¯Â¸Â Ã¢Ëœâ€¢Ã¯Â¸ÂÃ¢Å“Ë†Ã¯Â¸Â #itsthelittlethings #yum #ORDtoMSP #daytrip 
compliment,SNLP Leadership Scholars showing their appreciation to  for a smooth flight to California!Thanks SW Ã¢ÂÂ¤Ã¯Â¸Â 
compliment,thank you Yared D. Eshtu for help this morning and also agent diamond medallion desk who reissued my ticket!!
compliment,"Happy and excited kids, thanks  "
compliment,#ThankYou to  #Airlines for #nice #gesture #birthday #wish from #unitedairlines\u2026
compliment,Gate agent Annabella at John Wayne saved my travel day today. She's fantastic!
compliment,"Modern day miracle: bad news at lunch in #philly, on a flight across country by dinner. Thank you  "
compliment,"Had a great flight on  Flight 96 today, first class f/a was amazing!"
compliment,Good thing there's good food at  because my  flight was just delayed another hour.
compliment,Thanks  got to the east coast! #firstTimeinNYC 
compliment,13.1M plus 2M How cold was it? PR cold baby! 1:41:58 Thank you   airbnbÃ¢â‚¬Â¦ 
compliment,"Hey  Sherry (Sherri?) rocks.  Great customer service, thanks!!"
compliment,Joel on flight UA1290 is hands down the best flight attendant I've had in my years of flying. Give that guy something nice. #respect
compliment,"Chicago stop. Continuing to SDF &amp;  crew is awesome, especially Chris. I keep my seat! #SouthwestHeart"
compliment,"Thanks  for a great #NASPA16! #HomeSweetHome Ã°Å¸ÂÂ¡ now, thanks to   &amp;  Ã¢Å“Ë†Ã¯Â¸Â "
compliment,"To the stranger who gave up his plane seat so I could make this  flight, wow, thanks so much - you're amazing!"
compliment,Huge shout out to  for the complimentary drink to compensate for the woman watching **** next to me during my entire flight
compliment,haven't flown in 10+ years and Thursday nights flight being delayed 3 times was not the business!!! Maybe next time!?
compliment,Splash&amp;dash in #ORD to #MUC and a big thx  for the warm welcome in the  Lounge your colleagues help was much appreciated.
compliment,Thanks  4 allowing me to board in advance to wipe trays /not serving peanuts on our flight. Cc:  #lifeWithAllergies
compliment,AAdvantage phone reps are great. Florence was fab today helping me sort out old tix &amp; new travel. Good experience!
compliment,Props  Really show great customer service. Unexpectedly sent a Bluetooth Speaker/Power Bank #SouthWest 
compliment,[1] Hey   you should give Fred J at Gate 75 in #Orlando #MCO a bonus for great customer #service
compliment,Thanks  for providing snacks and beverages to the passengers of flight 390 who are delayed out of  
compliment,kudos for making my first time flying with u guys a breeze! Thought it was gonna be a **** show!!!!
compliment,ok thank God I was talking to CC on Twitter really went above and beyond. But as we are delayed 45 min because of a headlight SMH
compliment,Agata at  just made my night with great customer service and a last-minute ticket to NYC. Thank you!
compliment,My dog Sage is almost to Guam thanks  #DC 
compliment,please make sure employees treat all customers the same.
compliment,Great flash mob  ! Thanks  ! 
compliment,"Thx to  for being so easy to work w/today when my son's flight thru Denver was canceled. 5 min online and rebooked, no probs!"
compliment,Thanks Mahmoud  Dulles for using my Global Entry info to get me TSA PreÃ¢Ë†Å¡
compliment,Big thank you to the ladies  counter in Indy for gettingmy bag checked even though my gold status never acknowledges! A+ service
compliment,kudos to Kristin for getting me on my next flight to Den after a previous cancel!
compliment,thanks for the great flights! On time and smooth sailing \U0001f44d\U0001f3fc\U0001f603
compliment,"One more flight to go,  Your crews are rockstars! \u2708\ufe0f\U0001f618"
compliment,thanks to captain ken on AA1349 dfw sea for a memorable flight. Surprised by dfw special services for  vip treatment. Thank you
compliment,Have a great flight and trip    #VisitQatar #QIFF2016 awaits!  
compliment,#follow up #travel I must note.  The new plane smells great and the #flightattendants are #amazing 
compliment,Had an amazing flight thanks to Aimee! Thank you 
compliment,Nice customer service in New Orleans.  Gate agent would not even to check for standby.  Once again #platinumstatusrules
compliment,"Shoutout to  for power outlets on this plane, this 4 hr flight just became 100 times better."
compliment,you are my favorite airlines
compliment,4th flight in 10 days!  you have been treating me well! Thank you #LiveExtravagant 
compliment,Crew still smiling and making people smile at 10:30PM on a Wednesday. Y'all are awesome.
compliment,"today's crew on flight 1624 was AWESOME, particularly Laura! They are due some kudos for being great :)"
compliment,"Watching the tournament a 30,000 feet #oneshiningmoment Ã°Å¸Ââ‚¬ thanks  Ã¢Å“Ë†Ã¯Â¸Â for having wifi on the plane Ã°Å¸â€˜ÂÃ°Å¸ÂÂ» "
compliment,Just heading to the airport now for a trip to San Antonio on  Looking forward to another great flight! 
compliment,"after tonight's flight my wife said, never flying another airline again.  Thanks for being awesome. #holidaytravel"
compliment,Great flight crew #LA #PHX to #STL. Thank you
compliment,Delays on  but thanks for the outlets so I can get some work done. #medstudenthustle 
compliment,Thanks  for the 25$ uber code! Say what!!! Nice!! #freeuberride if you didn't get one from aa use mine - uber1str1defree
compliment,"thanks for making it to CLT  15 mins before, allowing me to make my connecting flight to SAN in plenty of time!"
compliment,"A huge shout out to Connie Kellner in AA Advantage Customer Service for her outstanding, polite and professional help today!"
compliment,- these colors represent the best in all of us! 
compliment,I would have picked a different flight if I had known there wasn't a television Ã°Å¸ËœÂ¤
compliment,thanks for the upgrade!
compliment,Dennis the flight attendant on my way to Charlotte with . was amazing!
compliment,Thanks again for the great window seats  So great to travel with you!!
compliment,Thank you Chris from  in Akron-Canton airport for the tremendous #customerexperience
compliment,"Jennifer @ LAX &amp; Donna, Mariah, &amp; Tiffany @ SFO bag service offices are absolute heroes. I got my phone back!"
compliment,"flt 893 SFO-ICN Mar 21, 2016 excellent flight attendants: Lyly, Wendy, Mary Ann! Customer service kiosk SFO Malakai great! Thanks!!!"
compliment,It's not only the fun safety briefs that I love about  it's their customer service 
compliment,Great flight 4 with  Nice crew. Perfect timing. Early arrival. Pls keep cabins a tad cooler
compliment,"flight 1623 to denver, been on the delayed plane an hour, but staff is wonderful and helpful; going above and beyond for all!"
compliment,Best new route launch event ever on 3/3... I am still hearing about it... Industry leader! Total +ve brand impression.
compliment,"had a great experience, reached Changi. Great service."
compliment,Thanks Iceman 14 ground crew at  for de-icing our  flight #IFlySWA #StPatricksDay #Denver 
compliment,Best part about today's STL-LAS  flight: a #Prince passenger singoff led by awesome flight attendants.
compliment,"Many thanks  Home safe via Denver when everyone else cancelled, best crews too!"
compliment,"Flight attendant on my  flight this morning is suuuper cute. I know that isn't terribly relevant, but, it's just a pleasant surprise."
compliment,Would have missed my flight if it wasn't for  going above and beyond to help. Thank you! \U0001f499
compliment,Big shoutout to  for a prompt response yesterday after my flight was delayed!  Big thanks to Jesus at Southwest for the help!
compliment,"Lyris at gate 36 JFK aa67 is awesome She is a kind, multi-tasking machine!  let her know she is doing a great job. AmericanAir"
compliment,"On another note, did a 10 page paper on why  is the best airlines to fly and work for and I got an A!! #aintmad"
compliment,So happy with Sara  #platinum!  She made a stressful situation seem like a piece of cake!! #thankyou
compliment,Wow the  people are so nice and helpful. Soooo much better than the  punks.
compliment,great customer service from Pam in your call centre today. Keep up the good work!!
compliment,Shout out to  - just booked fam vacation w points and agent was so helpful and amazing it's why you are best in biz.  #love
compliment,just flew Flight 219 Chicago to Honolulu - wonderful flight and AWESOME crew - so friendly and attentive!
compliment,Update: I'm flying home on  and the flight isn't full so I have the whole row. This is the best. 
compliment,on a delayed flight (1051) awaiting ok to go but crew and captain are so awesome I don't even mind #thanks #swstandupcomics
compliment,Shoutout to the male and female FAs on UA1198 this morning doing everything to ensure an on-time departure. Recognize them please.
compliment,Thanks    for being top engaged community members this week :) (Want this Ã°Å¸â€ â€œ? &gt;&gt; 
compliment,flew flight 4046 from Reno &amp; I'm impressed how professional &amp; excellent customer service Steven the flight attendant provided.
compliment,"... and I'll continue to fly  Decent fares, good service, and up to 2 free checked bags! "
compliment,does a GREAT job! Dulles to Bangkok in 24 hours in Economy seating and I still feel like a human being. Good people and planes
compliment,Rainy day apparently spells flight delays. Fingers crossed I make my connection to Albuquerque!  
compliment,Had to cancel my trip this May! Out of 128 dollars with  and got a 200 dollar credit with   Thank you
compliment,"You got me home safe, and I got an aisle seat, so we can be friends again  Thank you"
compliment,Looks like  will be able to get all 6 on better itinerary! Thank you! #happycustomer
compliment,Very happy with my  flight from SYD to DFW. Wishing they had internet like  but great service.
compliment,"Delayed flight to the next morning, not complaining because of  accommodating service! Ã¢Å“Ë†Ã¯Â¸ÂÃ°Å¸ËœÂÃ¢ËœÂºÃ¯Â¸Â"
compliment,Soooo helpful Actually I don't understand and why should I keep flying  
compliment,2 hours until the bid closes for LITV! Don't miss out! Thanks to   
compliment,"Red eye? Ã°Å¸Ëœâ€™ Red eye + business class? Ã°Å¸ËœÅ  Red eye + business class + lie flat? Ã°Å¸ËœÂ Thanks for taking me home in style, "
compliment,Thank you  for letting me and  feel like royalty in your lounge!  #spoiled #Doha #Qatar
compliment,Wheels up to Phoenix for #PowerofBaking. Humbled to be on  Honor Flt. Happened 2 yrs ago too. Best flight ever.
compliment,Reasons why I will always fly  : best customer service in the biz. Sure put a smile on my face today
compliment,Flying to Rome on . and our experience thus far is exemplary...customer service = A+! #flyingthefriendlyskies #americanairlines
compliment,DELTA ASSIST LOTS M0RE HELPFUL ON LAST DELTA FLIGHT! AA might help 6 year old? 
compliment,"This makes me so happy. Thanks,  ! "
compliment,"I want to thank you AA for you're amazing customer service! Honestly, the best! Thank you Dorothy in PHX! AA from now on!"
compliment,2/2 Hope the other guys can learn from you. Counter/Ground crew was top notch. Flight crew on #1135 were stellar!!! Thanks!!
compliment,"Sincerely, thank you  for including the word prayers in this tweet.  "
compliment,Thx to      &amp;  for a frank &amp; productive  roundtable.
compliment,flew KONT it KMDW yesterday. Awesome flight and services as always. Life long customer!
compliment,Just watched  on  flight;  at his best!
compliment,"Honeymoon suite, why thank you Ã°Å¸ËœËœ "
compliment,Thank you  for a great flight home to #dfw from Cancun this morning.  
compliment,Looking forward to our  flight home from  after great trip #holiday 
compliment,Great feedback on the excellent service and value available for #BWI and  travelers!  #EasyComeEasyGo  
compliment,you have a great customer rep in Terri @ DCA!  Appreciate her help today. Ã°Å¸Ëœâ‚¬
compliment,had to mention the great crew on flight on #1121 from IAH-LAX. #Andrea was especially charming &amp;
compliment,"you guys are really great, thank you for your help. Such a relief!"
compliment,Thank you  for Sponsoring our #MentorofTheYear at our upcoming #PowerofADream Gala on May 3 in DC 
compliment,Hey  - the crew on 4144 MDWÃ¢Å¾Â¡Ã¯Â¸ÂDAL was awesome. They went out of their way to help ppl so many times! 
compliment,Thx to  Club cust service for once again solving an issue no one else could! #omwhome
compliment,"Honestly, kudos to  to always hiring entertaining people"
compliment,hey just watched the ring tape. Thank you again  for these wonderful socks 
compliment,created a new and longtime  customer. #competition #bebetter
compliment,Brava customer service  airport.   Vicki excels and deserves an atta girl
compliment,"I have a idea, why not when you book Economy plus seat make the fare include and a bag fee give some back to the passenger. #PaxEx"
compliment,Thanks  for not canceling our half-full flight Midway to Newark today. I need to get to work! #businesstravel #windowseat
compliment,"gotta follow up, it took ALL day to get through to a customer service person, but they were very helpful &amp; now I have a..."
compliment,"Chicago stop. Continuing to SDF &amp;  crew is awesome, especially Chris. I keep my seat! #SouthwestHeart"
compliment,"Delayed flight didn't stop their excitement, Florida here we come!!Ã¢â‚¬Â¦ "
compliment,thank you for doing the best you guys could in a rough situation. We appreciate #Delta #delta360
compliment,"Good news! My  flight is delayed 3 hours, but they are saving me a seat that is both aisle &amp; window! Ã°Å¸â€˜Â "
compliment,"I'm stunned.  almost, kinda, sorta managed to function as a proper airline. Who knew?"
compliment,Hey  thanks for the email about my flight delay! Advice on the fact that I'm now missing my connection would be even better!
compliment,Thank you  for making the #NYCHalfMarathon possible for me 2 years in a row!  
compliment,Thank you  #France for this nice bottle of #champagne : see you soon on board !Ã¢â‚¬Â¦ 
compliment,Shout out to  for getting me that next flight \U0001f525\nY'all the real homies
compliment,What a view of #Pittsburgh from the air! Thanks  for the great shot! ;-) 
compliment,Perhaps  can ask 4 better service in contract w/   &amp; advise downloading when booking   
compliment,$8 wifi for my flight on  totally worth it!
compliment,Thanks for the great flights this weekend  First time on your planes - great experience. 
compliment,Although a disappointing start to our trip  great customer service and were fantastic. Really looked after us on onward flight \U0001f600
compliment,A big thanks to  for always ensuring safe travels. And for the amazing views! #SouthwestHeart 
compliment,WHY DOESNT SOUTHWEST HAVE FREEFORM SO I CAN WATCH THE FINALE FROM THE AIR Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­  
compliment,Hi Oakland!  thank you for the easy flight.
compliment,Wow. Amazed. Shoutout to the gate rep for  flight UA1295 from SF to LA. She went way above and beyond to get me to LA on time. \u2764\ufe0f\U0001f49b\U0001f499\U0001f49c\U0001f64c
compliment,Best run in a bit! Thanks   and all the volunteers at the #nychalf! 
compliment,"There are only a handful of days each year when Southwest offers free drinks. My friends, today is one of those days. Thx  Ã°Å¸ÂÂ»Ã°Å¸Ââ‚¬"
compliment,Love the same day #free standby option available for #gold status holders on  . Huge benefit!
compliment,Dear  please allow the option of stroopwafels all day. They are the best
compliment,fly with  for the best service
compliment,thank you Yared D. Eshtu for help this morning and also agent diamond medallion desk who reissued my ticket!!
compliment,Hey  flight 1577 from IAH to CLT this morning had the best flight attendant!  Amber should be a model for all. Clone her!
compliment,is the only airline to not charge for bag check. What is it that ONLY you can provide your customers? 
compliment,Andres n B4 provided phenomenal service LGA. Luv \U0001f496SW!
compliment,"Dwayne on flight 627 - in First Class - is amazing, please pass this on. Great w"
compliment,"After a 16 hour delay, my plane has finally arrived!!! Thanks "
compliment,"our amazing sponsor for trip #TCWO has a promo. Gags fly free, low fares, no changing fee!! #HeartCuba "
compliment,"I'm good thanks,  wya  "
compliment,thanks for having TVs on your planes
compliment,I really do like  Thank you Timothy at  for the help!
compliment,Big shoutout to pilot of flight 1164 for making a young passenger's day and mine 
compliment,"When customer relations dissolves &amp; chaos reigns,a business may b on way out. example of deterioration #casestudy #startups"
compliment,Very cool! Thanks  for their generous donation to MKE families and children!  
compliment,Thanks   
compliment,James at  is the best flight attendant ever. Ã°Å¸â€˜Å’Ã°Å¸ÂÂ½ seriously.
compliment,love flying with you guys! Just curious on why a upcoming flight doesn't show when I log in
compliment,Booked my trip to Washington D.C. today.  Thanks   Used my points for the trip.  Can't wait!!
compliment,Ã¢ÂÂ¤Ã¯Â¸Â thx for safe travels
compliment,"Stephanie, a cust rep, in A terminal at DFW  am was our life saver. She's goes above and beyond. #bestRepEver #thankyou"
compliment,Refund or a credit is what I would like to explore. Thanks.
compliment,"The entire flight crew on 977 from RSW-IND was awesome!  Friendly, informative, and welcoming!"
compliment,"Amazed &amp; thankful  f/returning my iPad I lost during a long flight. Restored faith in people, process and airlines!"
compliment,Great flight on  494 today. I like funny pilots and soft landings!
compliment,Thanks so much for your reply. AA Forever my favorite airlines
compliment,Thanks 
compliment,Bernardo thank you for the extra pretzels on flight #757 \u263a\ufe0f  #SouthwestAirlines
compliment,I'd love to see the lady that took my call about rapid rewards on a  commercial. They appear so helpful #SouthwestHeart
compliment,Flight cx &amp; new flight had us landing after our cruise ship departs. Thank you  Pam &amp; Debra for working it out! #jax
compliment,Mom got upgraded to first class (thanks  undoubtedly she took full advantage of the free wine.
compliment,"Dont understand y u don't let shuttle passengers on earlier flight when u have room.Get me home sooner,more loyal flyer"
compliment,"Oh,  I love you so! My last 3 flights have arrived early! #greatservice #1airline"
compliment,"Wow, the approach to BWI is like a rodeo. Thankfully  hires good cowboys."
compliment,Customer service on  is always awesome!!!  Thank you! #LuvSWA
compliment,thanks for the upgrade.  #grateful
compliment,Thankful for the nice reservations rep  who changed my flight so I can be with my dad while he's in the hospital.
compliment,I love getting someone helpful when I call an airline. Thank you Chrissie 
compliment,Shoutout to  for the free live TV!
compliment,Thank you  for upgrading me after a weekend of flight delays.
compliment,Big thanks to Debi at SJC. She's been incredibly helpful trying to get me to London. Now just hope the plane turns up...
compliment,thank you to the #cleaningcrew for finding my shoe! #grateful #LostAndFound
compliment,with a party of 7 w 4 kids on 2 locators.  Mine is GPZL52.  Fly status says arrive at boarding time 4 connection.  Thx 4 help
compliment,my flight tomorrow has wifi thanks dude 
compliment,Thank you  for getting me home! Ran into a little #weather issue  but your crew's SO experienced! 
compliment,"shifts focus to #employees, #onboardproduct  #AAdvantage #airtravel #customerservice #travel #flying"
compliment,"If anyone found a pair of earbuds with a black case on  4506, Nashville to Chicago, seat 3A, please let me know. Many thanks!"
compliment,The best feeling is seeing 1 day until check-in on your  app! 
compliment,I'm back! Thanks for the ride  x vb #VBHongKong by victoriabeckham 
compliment,Successful landing and a nice flight. Props to the  flight crew for the A1 service.
compliment,Loving the refurbished A330 seats! Great flight DOH-HKG  
compliment,Thanks for the mid-flight #aerial views of the #ChannelIslandsNationalPark #AnacapaIsland | #RAFphotography 
compliment, When  flight attendants are very pleasant/going extra mile/making flight a gr8 experience. Flight DL2269 ATL-MCO\U0001f496
compliment,Grateful to the men and women who served our country. Thanks to  for supporting #Honorflight Arizona.
compliment,"Lucky story - lost my phone, was so Ã°Å¸ËœÅ¸Ã°Å¸ËœÂ©Ã°Å¸ËœÂ£,  at  recovered it &amp; shipped it to me in SF, now I'm Ã°Å¸Â¤â€”Ã°Å¸ËœÂÃ°Å¸Ëœâ€ Ã°Å¸Ëœâ€¦Ã°Å¸Ëœâ€ž!!! Thank you!!"
compliment,Great  SQ602 flight from SIN to ICN on 23.03. Very supportive &amp; kind cabin crew team. Especially Mr. Philip Goh! Thank you!
compliment,Thank you too  &amp;  for this once in a life time business class trip experience. Ã°Å¸â€™Â«Ã°Å¸â„¢ÂÃ°Å¸ÂÂ»Ã°Å¸â€¡Â¶Ã°Å¸â€¡Â¦Ã¢Å¡Â½Ã¯Â¸ÂÃ¢Å“Ë†Ã¯Â¸Â 
compliment,my first flight with a female captain. It was awesome and we were def in good hands! #girlpower #UA908
compliment,- liking the iPads and added outlets in ORD terminal E! Thx!
compliment,"Hey  I just spoke with one of your reservation agents, and it was NEARLY an acceptable customer service interaction. #babysteps"
compliment,I can't even begin to express how amazing the  staff at Tampa TPA airport are... Thank you Mr. Sleven and the phenomenal United Tampa
compliment,Thank you  for getting home safely out of  today 
