Product Name,Product Line,Product Category,City,Country,Region,Date,Manager,Quantity sold,Sales Revenue,Gross Margin,Discount,Customer Satisfaction,Number of Issues reported,Comments,Gross Margin Ratio,CountryLongitude,CountryLatitude,CityLongitude,CityLatitude
Hair accessories,Accessories,Other,Delhi,India,Asia,2019-05-11,Kiran Raj,100,137,136,6.02,0.81,14,Behaviour of personnel,0.99,79.41,23.36,77.22,28.64
"Hats,gloves,scarves",Accessories,Other,Delhi,India,Asia,2019-05-28,Kiran Raj,5500,17801,10696,556.3,0.85,15,Price too high / competition,0.6,79.41,23.36,77.22,28.64
"Hats,gloves,scarves",Accessories,Other,Mumbai,India,Asia,2019-06-26,Kiran Raj,12700,38264,21504,1434.9,0.91,20,Behaviour of personnel,0.56,79.41,23.36,72.83,18.93
Lounge wear,Accessories,Other,Delhi,India,Asia,2019-05-12,Kiran Raj,2200,7521,4223,470.1,0.93,19,Item defect / bad quality,0.56,79.41,23.36,77.22,28.64
Lounge wear,Accessories,Other,Mumbai,India,Asia,2019-06-15,Kiran Raj,5850,19911,10955,995.6,0.82,18,Item defect / bad quality,0.55,79.41,23.36,72.83,18.93
"Belts,bags,wallets",Accessories,Other,Delhi,India,Asia,2019-06-29,Kiran Raj,4750,15936,7781,697.2,0.93,21,Behaviour of personnel,0.49,79.41,23.36,77.22,28.64
Jewelry,Accessories,Other,Delhi,India,Asia,2019-06-23,Kiran Raj,44800,146982,70428,4593.2,0.92,19,Behaviour of personnel,0.48,79.41,23.36,77.22,28.64
Jewelry,Accessories,Other,Mumbai,India,Asia,2019-05-17,Kiran Raj,56400,180545,85792,5642.05,0.92,19,Other / unknown,0.48,79.41,23.36,72.83,18.93
"Belts,bags,wallets",Accessories,Other,Mumbai,India,Asia,2019-05-10,Kiran Raj,17300,50781,23584,3173.8,0.85,22,Other / unknown,0.46,79.41,23.36,72.83,18.93
Hair accessories,Accessories,Other,Mumbai,India,Asia,2019-05-31,Kiran Raj,300,435,41,24.48,0.83,25,Behaviour of personnel,0.09,79.41,23.36,72.83,18.93
Lounge wear,Accessories,Other,Lima,Peru,South America,2019-04-14,Larry Hill,850,2672,1464,105.84,0.9,20,Behaviour of personnel,0.55,-74.37,-9.15,-77.03,-12.06
"Hats,gloves,scarves",Accessories,Other,Lima,Peru,South America,2019-06-30,Larry Hill,1600,4191,2026,209.88,0.94,25,Price too high / competition,0.48,-74.37,-9.15,-77.03,-12.06
Jewelry,Accessories,Other,Lima,Peru,South America,2019-06-13,Larry Hill,12750,41740,19535,18.2,0.83,14,Item defect / bad quality,0.47,-74.37,-9.15,-77.03,-12.06
"Belts,bags,wallets",Accessories,Other,Lima,Peru,South America,2019-05-15,Larry Hill,2100,5035,1826,1270.56,0.94,20,Item not as described,0.36,-74.37,-9.15,-77.03,-12.06
Hair accessories,Accessories,Other,Lima,Peru,South America,2019-06-09,Larry Hill,50,55,24,144.96,0.9,17,Customer service,0.44,-74.37,-9.15,-77.03,-12.06
"Belts,bags,wallets",Accessories,Other,Washington,USA,North America,2019-04-22,Lia Armand,3450,149.25,79.1,1762.11,0.91,13,Behaviour of personnel,0.53,-98.99,39.5,-77.03,38.89
"Belts,bags,wallets",Accessories,Other,San Francisco,USA,North America,2019-05-12,Lia Armand,2800,978.75,655.76,2370.72,0.86,15,Behaviour of personnel,0.67,-98.99,39.5,-122.42,37.78
"Belts,bags,wallets",Accessories,Other,Chicago,USA,North America,2019-06-05,Lia Armand,7450,3240.75,1814.82,3336.42,0.83,11,Item defect / bad quality,0.56,-98.99,39.5,-87.63,41.88
"Belts,bags,wallets",Accessories,Other,New York,USA,North America,2019-04-10,Lia Armand,14400,618,531.48,6347.55,0.93,17,Behaviour of personnel,0.86,-98.99,39.5,-74.01,40.71
"Hats,gloves,scarves",Accessories,Other,New York,USA,North America,2019-04-21,Lia Armand,10550,794.25,452.25,5420.79,0.82,19,Price too high / competition,0.57,-98.99,39.5,-74.01,40.71
Lounge wear,Accessories,Other,New York,USA,North America,2019-06-17,Lia Armand,4850,16593,9129,3318.6,0.91,18,Item not as described,0.55,-98.99,39.5,-74.01,40.71
Lounge wear,Accessories,Other,Washington,USA,North America,2019-05-09,Lia Armand,1400,4453,2439,1024.19,0.84,18,Item not as described,0.55,-98.99,39.5,-77.03,38.89
Lounge wear,Accessories,Other,Chicago,USA,North America,2019-06-04,Lia Armand,1500,4763,2554,952.6,0.82,15,Item not as described,0.54,-98.99,39.5,-87.63,41.88
Lounge wear,Accessories,Other,San Francisco,USA,North America,2019-04-04,Lia Armand,1350,4620,2463,1108.8,0.92,22,Item not as described,0.53,-98.99,39.5,-122.42,37.78
"Hats,gloves,scarves",Accessories,Other,Chicago,USA,North America,2019-06-15,Lia Armand,2550,2559.75,1325.25,1531.4,0.84,11,Customer service,0.52,-98.99,39.5,-87.63,41.88
Hair accessories,Accessories,Other,Washington,USA,North America,2019-04-08,Lia Armand,50,2022,1022.25,20.93,0.91,18,Item defect / bad quality,0.51,-98.99,39.5,-77.03,38.89
Lounge wear,Accessories,Other,Los Angeles,USA,North America,2019-05-24,Lia Armand,1650,5308,2673,902.36,0.92,18,Item not as described,0.5,-98.99,39.5,-118.25,34.05
"Hats,gloves,scarves",Accessories,Other,San Francisco,USA,North America,2019-04-29,Lia Armand,2150,50035.5,24483,885.9,0.9,22,Price too high / competition,0.49,-98.99,39.5,-122.42,37.78
"Hats,gloves,scarves",Accessories,Other,Washington,USA,North America,2019-06-18,Lia Armand,2600,6985,3376,1047.75,0.86,24,Behaviour of personnel,0.48,-98.99,39.5,-77.03,38.89
Jewelry,Accessories,Other,Chicago,USA,North America,2019-05-26,Lia Armand,23200,75255,35989,16556.1,0.86,16,Other / unknown,0.48,-98.99,39.5,-87.63,41.88
Jewelry,Accessories,Other,New York,USA,North America,2019-06-05,Lia Armand,47000,150454,71494,30090.8,0.84,12,Price too high / competition,0.48,-98.99,39.5,-74.01,40.71
Jewelry,Accessories,Other,Los Angeles,USA,North America,2019-05-22,Lia Armand,23850,76362,35792,19090.5,0.87,25,Price too high / competition,0.47,-98.99,39.5,-118.25,34.05
Jewelry,Accessories,Other,Washington,USA,North America,2019-05-15,Lia Armand,21250,69567,32557,16000.41,0.89,21,Price too high / competition,0.47,-98.99,39.5,-77.03,38.89
Jewelry,Accessories,Other,San Francisco,USA,North America,2019-06-14,Lia Armand,21000,68334,31544,12300.12,0.83,22,Price too high / competition,0.46,-98.99,39.5,-122.42,37.78
Hair accessories,Accessories,Other,New York,USA,North America,2019-06-17,Lia Armand,250,4046.25,1852.5,68.78,0.89,19,Price too high / competition,0.46,-98.99,39.5,-74.01,40.71
Hair accessories,Accessories,Other,Chicago,USA,North America,2019-06-25,Lia Armand,50,1101.75,379.5,15.47,0.83,13,Customer service,0.34,-98.99,39.5,-87.63,41.88
"Hats,gloves,scarves",Accessories,Other,Los Angeles,USA,North America,2019-04-18,Lia Armand,4400,426,126,1941.92,0.92,16,Item defect / bad quality,0.3,-98.99,39.5,-118.25,34.05
"Belts,bags,wallets",Accessories,Other,Los Angeles,USA,North America,2019-06-04,Lia Armand,4350,2478.75,253.99,2805.88,0.94,11,Item defect / bad quality,0.1,-98.99,39.5,-118.25,34.05
Lounge wear,Accessories,Other,Brussels,Belgium,Europe,2019-06-28,Lois Wood,200,544,302,71.82,0.9,23,Behaviour of personnel,0.56,4.66,50.64,4.35,50.85
"Hats,gloves,scarves",Accessories,Other,Brussels,Belgium,Europe,2019-06-30,Lois Wood,700,1983,1040,274,0.85,16,Item not as described,0.52,4.66,50.64,4.35,50.85
Jewelry,Accessories,Other,Brussels,Belgium,Europe,2019-04-26,Lois Wood,9100,28878,12951,30.18,0.95,17,Price too high / competition,0.45,4.66,50.64,4.35,50.85
"Belts,bags,wallets",Accessories,Other,Brussels,Belgium,Europe,2019-06-27,Lois Wood,1450,3657,1464,85.68,0.91,11,Item not as described,0.4,4.66,50.64,4.35,50.85
Lounge wear,Accessories,Other,Zurich,Switzerland,Europe,2019-05-05,Maria Price,500,1586,851,41.28,0.92,21,Behaviour of personnel,0.54,8.24,46.8,8.54,47.38
"Hats,gloves,scarves",Accessories,Other,Zurich,Switzerland,Europe,2019-06-25,Maria Price,850,2128,1081,4651.84,0.95,19,Item not as described,0.51,8.24,46.8,8.54,47.38
Jewelry,Accessories,Other,Zurich,Switzerland,Europe,2019-05-08,Maria Price,8100,25568,11317,13466.3,0.81,13,Price too high / competition,0.44,8.24,46.8,8.54,47.38
"Belts,bags,wallets",Accessories,Other,Zurich,Switzerland,Europe,2019-06-26,Maria Price,1300,3432,1348,180.63,0.9,14,Item not as described,0.39,8.24,46.8,8.54,47.38
"Hats,gloves,scarves",Accessories,Other,Seoul,South Korea,Asia,2019-05-31,Marie Mann,3250,9841,5374,615.1,0.83,23,Other / unknown,0.55,127.86,36.44,127.02,37.52
Lounge wear,Accessories,Other,Seoul,South Korea,Asia,2019-05-25,Marie Mann,1350,4570,2455,285.7,0.81,25,Other / unknown,0.54,127.86,36.44,127.02,37.52
Jewelry,Accessories,Other,Seoul,South Korea,Asia,2019-06-30,Marie Mann,20050,65749,31535,4109.3,0.95,18,Behaviour of personnel,0.48,127.86,36.44,127.02,37.52
"Belts,bags,wallets",Accessories,Other,Seoul,South Korea,Asia,2019-05-26,Marie Mann,4050,12423,5945,543.48,0.89,25,Item not as described,0.48,127.86,36.44,127.02,37.52
Lounge wear,Accessories,Other,Dakar,Senegal,Africa,2019-05-05,Marry Williams,250,680,377,54.36,0.93,23,Behaviour of personnel,0.55,-14.5,14.36,-17.45,14.7
Lounge wear,Accessories,Other,Tunis,Tunisia,Africa,2019-06-18,Marry Williams,600,1983,1064,264.3,0.94,21,Behaviour of personnel,0.54,9.6,34.18,10.16,36.81
"Hats,gloves,scarves",Accessories,Other,Dakar,Senegal,Africa,2019-06-27,Marry Williams,900,2479,1300,264.4,0.87,22,Behaviour of personnel,0.52,-14.5,14.36,-17.45,14.7
"Hats,gloves,scarves",Accessories,Other,Tunis,Tunisia,Africa,2019-05-06,Marry Williams,1050,2659,1351,283.68,0.91,15,Behaviour of personnel,0.51,9.6,34.18,10.16,36.81
Jewelry,Accessories,Other,Dakar,Senegal,Africa,2019-05-30,Marry Williams,11350,36098,16189,3369.1,0.91,14,Price too high / competition,0.45,-14.5,14.36,-17.45,14.7
Jewelry,Accessories,Other,Tunis,Tunisia,Africa,2019-05-02,Marry Williams,10100,31959,14146,2130.6,0.81,25,Price too high / competition,0.44,9.6,34.18,10.16,36.81
"Belts,bags,wallets",Accessories,Other,Dakar,Senegal,Africa,2019-06-26,Marry Williams,1800,4571,1830,548.55,0.9,20,Item not as described,0.4,-14.5,14.36,-17.45,14.7
"Belts,bags,wallets",Accessories,Other,Tunis,Tunisia,Africa,2019-04-25,Marry Williams,1600,4290,1685,457.6,0.85,17,Item not as described,0.39,9.6,34.18,10.16,36.81
Lounge wear,Accessories,Other,Berlin,Germany,Europe,2019-05-03,Mary Smith,2050,6457,3536,206.88,0.82,14,Customer service,0.55,10.38,51.09,13.38,52.52
"Hats,gloves,scarves",Accessories,Other,Berlin,Germany,Europe,2019-05-25,Mary Smith,3800,10128,4895,2156.22,0.91,25,Customer service,0.48,10.38,51.09,13.38,52.52
Jewelry,Accessories,Other,Berlin,Germany,Europe,2019-06-20,Mary Smith,30850,100872,47208,3107.5,0.94,21,Behaviour of personnel,0.47,10.38,51.09,13.38,52.52
"Belts,bags,wallets",Accessories,Other,Frankfurt,Germany,Europe,2019-05-13,Mary Smith,1850,5683,2635,329.21,0.91,11,Other / unknown,0.46,10.38,51.09,8.68,50.11
"Belts,bags,wallets",Accessories,Other,Berlin,Germany,Europe,2019-05-20,Mary Smith,5050,12166,4413,704.83,0.83,23,Price too high / competition,0.36,10.38,51.09,13.38,52.52
"Hats,gloves,scarves",Accessories,Other,Frankfurt,Germany,Europe,2019-06-12,Mary Smith,100,225,57,8.95,0.89,16,Other / unknown,0.25,10.38,51.09,8.68,50.11
Hair accessories,Accessories,Other,Berlin,Germany,Europe,2019-05-10,Mary Smith,100,132,58,222.4,0.81,20,Other / unknown,0.44,10.38,51.09,13.38,52.52
"Hats,gloves,scarves",Accessories,Other,Osaka,Japan,Asia,2019-06-14,Mayumi Mai,3100,9188,5333,574.3,0.85,19,Item defect / bad quality,0.58,137.99,36.65,137.24,35.92
Lounge wear,Accessories,Other,Osaka,Japan,Asia,2019-05-16,Mayumi Mai,1800,5715,3065,357.2,0.81,19,Item defect / bad quality,0.54,137.99,36.65,137.24,35.92
Lounge wear,Accessories,Other,Tokyo,Japan,Asia,2019-05-17,Mayumi Mai,1650,5544,2956,346.5,0.86,24,Item defect / bad quality,0.53,137.99,36.65,139.81,35.68
"Belts,bags,wallets",Accessories,Other,Tokyo,Japan,Asia,2019-06-30,Mayumi Mai,3400,11854,6077,370.45,0.93,13,Other / unknown,0.51,137.99,36.65,139.81,35.68
"Hats,gloves,scarves",Accessories,Other,Tokyo,Japan,Asia,2019-06-09,Mayumi Mai,2600,7088,3585,265.8,0.91,23,Behaviour of personnel,0.51,137.99,36.65,139.81,35.68
Jewelry,Accessories,Other,Osaka,Japan,Asia,2019-04-13,Mayumi Mai,27850,90306,43187,3386.46,0.87,18,Customer service,0.48,137.99,36.65,137.24,35.92
Jewelry,Accessories,Other,Tokyo,Japan,Asia,2019-06-28,Mayumi Mai,25200,82001,37853,4612.59,0.88,15,Other / unknown,0.46,137.99,36.65,139.81,35.68
"Belts,bags,wallets",Accessories,Other,Osaka,Japan,Asia,2019-06-29,Mayumi Mai,8950,23551,9993,735.95,0.86,19,Behaviour of personnel,0.42,137.99,36.65,137.24,35.92
Hair accessories,Accessories,Other,Osaka,Japan,Asia,2019-05-03,Mayumi Mai,100,109,26,6.21,0.82,23,Price too high / competition,0.24,137.99,36.65,137.24,35.92
Soft fabric,Sweaters,Sweaters,Santiago,Chile,South America,2021-10-28,David Carl,4000,13771,5442,13.76,0.82,23,Item not as described,0.4,-70.75,-35.08,-70.65,-33.44
Turtleneck,Sweaters,Sweaters,Santiago,Chile,South America,2021-10-07,David Carl,3600,8503,1963,39.8,0.91,11,Item defect / bad quality,0.23,-70.75,-35.08,-70.65,-33.44
Cardigan,Sweaters,Sweaters,Santiago,Chile,South America,2021-10-19,David Carl,150,162,147,5934.4,0.84,14,Other / unknown,0.91,-70.75,-35.08,-70.65,-33.44
T-Shirts,Sweat-T-Shirts,Sweaters,Santiago,Chile,South America,2021-10-09,David Carl,17550,69637,29428,995.84,0.87,15,Other / unknown,0.42,-70.75,-35.08,-70.65,-33.44
Sweats,Sweat-T-Shirts,Sweaters,Santiago,Chile,South America,2021-12-15,David Carl,1250,3424,1198,324.99,0.84,22,Item not as described,0.35,-70.75,-35.08,-70.65,-33.44
Party pants,Trousers,Bottomwear,Santiago,Chile,South America,2021-12-24,David Carl,450,2145,905,372.05,0.9,17,Item not as described,0.42,-70.75,-35.08,-70.65,-33.44
Jeans,Trousers,Bottomwear,Santiago,Chile,South America,2021-10-12,David Carl,100,261,72,87.4,0.85,14,Other / unknown,0.28,-70.75,-35.08,-70.65,-33.44
Jewelry,Accessories,Other,Santiago,Chile,South America,2021-07-10,David Carl,500,1465,542,100.02,0.84,12,Item defect / bad quality,0.37,-70.75,-35.08,-70.65,-33.44
Lounge wear,Accessories,Other,Santiago,Chile,South America,2021-07-13,David Carl,2250,7410,2682,650.09,0.81,21,Price too high / competition,0.36,-70.75,-35.08,-70.65,-33.44
"Hats,gloves,scarves",Accessories,Other,Mexico City,Mexico,North America,2019-06-29,Nelly Wood,6350,19132,10752,749.64,0.91,15,Item defect / bad quality,0.56,-102.52,23.94,-99.13,19.43
Lounge wear,Accessories,Other,Mexico City,Mexico,North America,2019-04-06,Nelly Wood,2950,9956,5478,113.68,0.86,15,Behaviour of personnel,0.55,-102.52,23.94,-99.13,19.43
Jewelry,Accessories,Other,Mexico City,Mexico,North America,2019-04-14,Nelly Wood,28200,90273,42896,52.1,0.84,11,Item defect / bad quality,0.48,-102.52,23.94,-99.13,19.43
"Belts,bags,wallets",Accessories,Other,Mexico City,Mexico,North America,2019-06-05,Nelly Wood,8650,25391,11792,7920.6,0.85,17,Item not as described,0.46,-102.52,23.94,-99.13,19.43
Hair accessories,Accessories,Other,Mexico City,Mexico,North America,2019-04-25,Nelly Wood,150,218,21,367.6,0.84,12,Item defect / bad quality,0.1,-102.52,23.94,-99.13,19.43
"Belts,bags,wallets",Accessories,Other,Caracas,Venezuela,South America,2019-05-30,Nina Smith,750,2352,1091,1936.96,0.81,23,,0.46,-66.22,7.17,-66.85,10.5
"Hats,gloves,scarves",Accessories,Other,Caracas,Venezuela,South America,2019-06-15,Nina Smith,50,93,24,5.75,0.93,20,Customer service,0.26,-66.22,7.17,-66.85,10.5
"Hats,gloves,scarves",Accessories,Other,Bangkok,Thailand,Asia,2019-05-01,Rita San,1050,3045,1723,114.18,0.85,14,Price too high / competition,0.57,101.02,15.13,100.5,13.75
Lounge wear,Accessories,Other,Bangkok,Thailand,Asia,2019-05-03,Rita San,500,1487,825,46.45,0.86,15,Item defect / bad quality,0.55,101.02,15.13,100.5,13.75
"Belts,bags,wallets",Accessories,Other,Bangkok,Thailand,Asia,2019-04-21,Rita San,2050,6815,3296,213,0.83,19,Behaviour of personnel,0.48,101.02,15.13,100.5,13.75
Jewelry,Accessories,Other,Bangkok,Thailand,Asia,2019-05-31,Rita San,15150,48818,22963,2440.96,0.95,14,Other / unknown,0.47,101.02,15.13,100.5,13.75
Samples,Accessories,Other,Santiago,Chile,South America,2021-08-21,David Carl,7650,18916,6807,132.09,0.87,19,Price too high / competition,0.36,-70.75,-35.08,-70.65,-33.44
"Belts,bags,wallets",Accessories,Other,Santiago,Chile,South America,2021-07-12,David Carl,1750,4998,1297,1137.33,0.86,15,Price too high / competition,0.26,-70.75,-35.08,-70.65,-33.44
Hair accessories,Accessories,Other,Santiago,Chile,South America,2021-08-31,David Carl,400,1409,303,206.4,0.81,14,Price too high / competition,0.22,-70.75,-35.08,-70.65,-33.44
"Hats,gloves,scarves",Accessories,Other,Santiago,Chile,South America,2021-07-12,David Carl,150,240,4,45.54,0.82,23,Item not as described,0.02,-70.75,-35.08,-70.65,-33.44
Mini city,City Skirts,Bottomwear,Santiago,Chile,South America,2021-07-31,David Carl,900,3042,972,9.42,0.9,25,Other / unknown,0.32,-70.75,-35.08,-70.65,-33.44
"Hats,gloves,scarves",Accessories,Other,Cape Town,South Africa,Africa,2019-05-31,Sarah Am,1950,5743,3334,689.13,0.84,24,Behaviour of personnel,0.58,25.16,-29.02,18.42,-33.92
"Hats,gloves,scarves",Accessories,Other,Pretoria,South Africa,Africa,2019-06-01,Sarah Am,650,1903,1077,253.7,0.95,25,Item not as described,0.57,25.16,-29.02,28.19,-25.75
"Hats,gloves,scarves",Accessories,Other,Johannesburg,South Africa,Africa,2019-04-24,Sarah Am,7950,23915,13440,1594.35,0.84,19,Customer service,0.56,25.16,-29.02,28.04,-26.2
Lounge wear,Accessories,Other,Pretoria,South Africa,Africa,2019-06-30,Sarah Am,300,929,516,99.12,0.82,23,Behaviour of personnel,0.56,25.16,-29.02,28.19,-25.75
Lounge wear,Accessories,Other,Johannesburg,South Africa,Africa,2019-06-24,Sarah Am,3650,12445,6847,1161.51,0.84,13,Behaviour of personnel,0.55,25.16,-29.02,28.04,-26.2
Lounge wear,Accessories,Other,Durban,South Africa,Africa,2019-04-05,Sarah Am,1050,3340,1829,445.3,0.85,21,Behaviour of personnel,0.55,25.16,-29.02,31.04,-29.86
Lounge wear,Accessories,Other,Cape Town,South Africa,Africa,2019-04-03,Sarah Am,1150,3572,1916,333.41,0.81,11,Behaviour of personnel,0.54,25.16,-29.02,18.42,-33.92
"Belts,bags,wallets",Accessories,Other,Pretoria,South Africa,Africa,2019-06-23,Sarah Am,1300,4260,2060,283.95,0.87,19,Item not as described,0.48,25.16,-29.02,28.19,-25.75
"Hats,gloves,scarves",Accessories,Other,Durban,South Africa,Africa,2019-04-10,Sarah Am,1950,5239,2532,698.5,0.89,11,Item defect / bad quality,0.48,25.16,-29.02,31.04,-29.86
Jewelry,Accessories,Other,Cape Town,South Africa,Africa,2019-05-10,Sarah Am,17400,56441,26992,3762.75,0.83,11,Price too high / competition,0.48,25.16,-29.02,18.42,-33.92
Jewelry,Accessories,Other,Johannesburg,South Africa,Africa,2019-05-17,Sarah Am,35250,112841,53620,10531.78,0.82,21,Customer service,0.48,25.16,-29.02,28.04,-26.2
Jewelry,Accessories,Other,Pretoria,South Africa,Africa,2019-05-01,Sarah Am,9450,30512,14352,4068.2,0.81,19,Customer service,0.47,25.16,-29.02,28.19,-25.75
Jewelry,Accessories,Other,Durban,South Africa,Africa,2019-06-10,Sarah Am,15950,52175,24418,5565.36,0.93,24,Customer service,0.47,25.16,-29.02,31.04,-29.86
"Belts,bags,wallets",Accessories,Other,Johannesburg,South Africa,Africa,2019-04-22,Sarah Am,10800,31738,14740,3385.36,0.83,16,Customer service,0.46,25.16,-29.02,28.04,-26.2
"Belts,bags,wallets",Accessories,Other,Cape Town,South Africa,Africa,2019-06-26,Sarah Am,5600,14719,6246,1373.82,0.83,20,Item not as described,0.42,25.16,-29.02,18.42,-33.92
"Belts,bags,wallets",Accessories,Other,Durban,South Africa,Africa,2019-05-14,Sarah Am,2600,6293,2283,671.28,0.95,11,Customer service,0.36,25.16,-29.02,31.04,-29.86
Hair accessories,Accessories,Other,Johannesburg,South Africa,Africa,2019-04-21,Sarah Am,200,272,26,32.58,0.85,22,Item not as described,0.1,25.16,-29.02,28.04,-26.2
Hair accessories,Accessories,Other,Cape Town,South Africa,Africa,2019-04-22,Sarah Am,50,69,16,8.19,0.93,12,Other / unknown,0.23,25.16,-29.02,18.42,-33.92
Hair accessories,Accessories,Other,Durban,South Africa,Africa,2019-04-21,Sarah Am,50,69,30,8.19,0.83,24,Other / unknown,0.43,25.16,-29.02,31.04,-29.86
"Hats,gloves,scarves",Accessories,Other,Copenhagen,Denmark,Europe,2019-06-17,Susan Karman,550,1523,862,8644.8,0.94,13,Customer service,0.57,9.33,56.27,12.57,55.68
Lounge wear,Accessories,Other,Copenhagen,Denmark,Europe,2019-05-31,Susan Karman,250,744,413,11.62,0.91,13,Behaviour of personnel,0.56,9.33,56.27,12.57,55.68
"Belts,bags,wallets",Accessories,Other,Copenhagen,Denmark,Europe,2019-06-17,Susan Karman,1050,3408,1648,724.8,0.89,15,Item not as described,0.48,9.33,56.27,12.57,55.68
Jewelry,Accessories,Other,Copenhagen,Denmark,Europe,2019-06-27,Susan Karman,7600,24409,11482,31.5,0.87,15,Item defect / bad quality,0.47,9.33,56.27,12.57,55.68
Lounge wear,Accessories,Other,Singapore,Singapore,Asia,2019-04-01,Vicky Zin,400,1087,603,47.6,0.86,20,Item defect / bad quality,0.55,103.82,1.36,103.85,1.29
"Hats,gloves,scarves",Accessories,Other,Singapore,Singapore,Asia,2019-05-27,Vicky Zin,1400,3966,2080,123.95,0.86,15,Item defect / bad quality,0.52,103.82,1.36,103.85,1.29
Jewelry,Accessories,Other,Singapore,Singapore,Asia,2019-06-30,Vicky Zin,18150,57756,25902,2526.86,0.88,25,Customer service,0.45,103.82,1.36,103.85,1.29
"Belts,bags,wallets",Accessories,Other,Singapore,Singapore,Asia,2019-06-22,Vicky Zin,2850,7314,2928,457.1,0.92,25,Behaviour of personnel,0.4,103.82,1.36,103.85,1.29
Mini city,City Skirts,Bottomwear,Sydney,Australia,Oceania,2019-04-24,Ed Young,250,669,252,29.26,0.93,23,Behaviour of personnel,0.38,134.36,-25.59,151.21,-33.87
Full length,City Skirts,Bottomwear,Melbourne,Australia,Oceania,2019-04-16,Ed Young,100,109,21,6.9,0.84,18,Behaviour of personnel,0.19,134.36,-25.59,144.97,-37.82
Full length,City Skirts,Bottomwear,Santiago,Chile,South America,2021-08-26,David Carl,1050,2904,552,51.15,0.91,16,Customer service,0.19,-70.75,-35.08,-70.65,-33.44
Full length,City Skirts,Bottomwear,Rio de Janeiro,Brasil,South America,2019-04-29,Gary Dumin,50,55,11,83.7,0.85,23,Item defect / bad quality,0.2,-53.07,-10.77,-43.19,-22.98
Mini city,City Skirts,Bottomwear,Miami,USA,North America,2019-05-01,James Frank,100,310,127,77.5,0.93,12,Price too high / competition,0.41,-98.99,39.5,-80.24,25.73
Mini city,City Skirts,Bottomwear,Dallas,USA,North America,2019-04-09,James Frank,200,557,210,111.4,0.95,21,Item defect / bad quality,0.38,-98.99,39.5,-96.8,32.78
Long lounge pants,City Trousers,Bottomwear,Santiago,Chile,South America,2021-07-31,David Carl,300,950,317,301.6,0.84,12,Other / unknown,0.33,-70.75,-35.08,-70.65,-33.44
Bermudas,City Trousers,Bottomwear,Santiago,Chile,South America,2021-08-26,David Carl,100,203,10,-13.45,0.89,22,Customer service,0.05,-70.75,-35.08,-70.65,-33.44
Mini city,City Skirts,Bottomwear,London,United Kingdom,Europe,2019-06-10,John Minker,450,1228,359,56.63,0.82,14,Item not as described,0.29,-2.52,53.93,-0.13,51.51
Mini city,City Skirts,Bottomwear,Lisbon,Portugal,Europe,2019-05-15,Julie Jones,300,808,304,8.55,0.82,12,Price too high / competition,0.38,-7.97,39.68,-9.15,38.73
Mini city,City Skirts,Bottomwear,Mumbai,India,Asia,2019-05-28,Kiran Raj,400,1016,297,57.15,0.95,24,Customer service,0.29,79.41,23.36,72.83,18.93
Full length,City Skirts,Bottomwear,Los Angeles,USA,North America,2019-04-12,Lia Armand,50,50098.5,23307.75,21.84,0.83,15,Item defect / bad quality,0.47,-98.99,39.5,-118.25,34.05
Full length,City Skirts,Bottomwear,Chicago,USA,North America,2019-06-30,Lia Armand,50,16849.5,7031.25,18.2,0.95,14,Item defect / bad quality,0.42,-98.99,39.5,-87.63,41.88
Mini city,City Skirts,Bottomwear,New York,USA,North America,2019-05-05,Lia Armand,300,847,247,194.81,0.83,19,Other / unknown,0.29,-98.99,39.5,-74.01,40.71
Mini city,City Skirts,Bottomwear,Zurich,Switzerland,Europe,2019-04-02,Maria Price,150,335,126,38.55,0.92,12,Item not as described,0.38,8.24,46.8,8.54,47.38
Mini city,City Skirts,Bottomwear,Tunis,Tunisia,Africa,2019-06-20,Marry Williams,150,418,158,38.99,0.83,16,Item not as described,0.38,9.6,34.18,10.16,36.81
Full length,City Skirts,Bottomwear,Osaka,Japan,Asia,2019-05-08,Mayumi Mai,100,109,8,4.83,0.95,25,Behaviour of personnel,0.07,137.99,36.65,137.24,35.92
Skirts,Dresses,Tops,Santiago,Chile,South America,2021-07-15,David Carl,3600,10146,4272,2236.32,0.94,19,Other / unknown,0.42,-70.75,-35.08,-70.65,-33.44
Casual dresses,Dresses,Tops,Santiago,Chile,South America,2021-08-19,David Carl,2800,8107,2992,64.6,0.81,15,Price too high / competition,0.37,-70.75,-35.08,-70.65,-33.44
Mini city,City Skirts,Bottomwear,Mexico City,Mexico,North America,2019-06-30,Nelly Wood,200,508,149,121.02,0.85,18,Price too high / competition,0.29,-102.52,23.94,-99.13,19.43
Mini city,City Skirts,Bottomwear,Bangkok,Thailand,Asia,2019-06-01,Rita San,150,372,152,11.65,0.92,21,Other / unknown,0.41,101.02,15.13,100.5,13.75
Mini city,City Skirts,Bottomwear,Pretoria,South Africa,Africa,2019-06-13,Sarah Am,100,233,95,24.8,0.89,24,Customer service,0.41,25.16,-29.02,28.19,-25.75
Mini city,City Skirts,Bottomwear,Johannesburg,South Africa,Africa,2019-06-28,Sarah Am,250,635,186,76.23,0.81,11,Price too high / competition,0.29,25.16,-29.02,28.04,-26.2
Full length,City Skirts,Bottomwear,Cape Town,South Africa,Africa,2019-04-25,Sarah Am,50,69,5,9.1,0.92,15,Item not as described,0.07,25.16,-29.02,18.42,-33.92
